"Review date","Review URL","Author name","Author URL","Local Guide","Author reviews","Star rating","Review content","Review image","Review video"
"2026-07-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2paS2IxWjFUbGRIUjFSc2QwNVBhV053WlhSd2JGRRAB!2m1!1s0x0","Shruti Shru","https://www.google.com/maps/contrib/101456681673567036910/reviews","false","6","5","Thank you so much mam doctor was very friendly and tritment was very nice","",""
"2026-07-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xWdk5FbDBhRlpTZW5VNVgwdENkMFZRY0RCSU5GRRAB!2m1!1s0x0","digital sachi","https://www.google.com/maps/contrib/113723911012061479258/reviews","false","2","5","I had a very good experience with the treatment. My teeth alignment was completed within just 7 months, and I'm really happy with the results. Dr Jyothi was very professional and explained every step of the process clearly & also friendly supportive throughout my visits. I highly recommend this clinic to anyone looking for quality dental care and teeth alignment treatment.","",""
"2026-07-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pSSlVsRk9WbTlKWkhWbllXNHhVMW96YlhwSVgxRRAB!2m1!1s0x0","Toasif Pasha","https://www.google.com/maps/contrib/110161641384088857620/reviews","false","2","4","Excellent dental clinic. The doctor is very kind, patient, and listens carefully to every concern. The check-up was thorough, and everything went very well. Highly recommended!","",""
"2026-07-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT205alJHSXdOamhQV210NWJERXdURGhVZHpKR01rRRAB!2m1!1s0x0","Chaithra S","https://www.google.com/maps/contrib/111801161279695144818/reviews","false","1","5","","",""
"2026-07-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xKbE5tbG1lVkUzU0RGdmQwODFlSFIzU1RaM2RsRRAB!2m1!1s0x0","NARAYANASWAMY SWAMY","https://www.google.com/maps/contrib/113353802833274456139/reviews","false","3","5","Good treatment and Good hospitality","",""
"2026-07-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21ZellVcFNUVW80VjJvMU9WZEZVa1UyTkU5UFowRRAB!2m1!1s0x0","Madduri Phanikumar","https://www.google.com/maps/contrib/109762737960870004261/reviews","false","3","5","","",""
"2026-07-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2s1M00xUlVXVzE0U21jeWIyNVZZMmR4WTFjd1ZuYxAB!2m1!1s0x0","Hashim","https://www.google.com/maps/contrib/114908180564856105222/reviews","false","2","5","Had a good experience fixing my teeth and well clean maintained clinic","",""
"2026-07-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2t0TU1UWXdYemxwUm1vNFZsUlpTRmxhTFU1Q2JIYxAB!2m1!1s0x0","Bhagyashree Kolakur","https://www.google.com/maps/contrib/114043126925938524664/reviews","false","1","5","Wisdom tooth was removed without much pain and recovery was extremely good and doc enquired post treatment also. Thanks Dr Jyoti sajjan and Apex dental team","",""
"2026-07-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pKMVJuSm5lRGMyTWtOelRrVkRYM2xyT1dNNFRuYxAB!2m1!1s0x0","MADHU SUDHAN.KN.","https://www.google.com/maps/contrib/113432342309919623960/reviews","false","1","5","Very nicely treated.Thanks Dr","",""
"2026-07-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT20xc2RYcGhRVmxoYlhScE0zZGpWV013VVVaNGNIYxAB!2m1!1s0x0","Mahalakshmi Nagaradjane","https://www.google.com/maps/contrib/102031660395906410020/reviews","false","5","5","Good treatment 😄 we are happy with her treatment","",""
"2026-06-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xjeFR6Um9ia3g0WjJndGNEUkZXRlpRVGpOaFFsRRAB!2m1!1s0x0","suchitha sv","https://www.google.com/maps/contrib/116597383950960360045/reviews","false","2","5","","",""
"2026-06-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21KVllsaFBObWxJUkRSbWQyaEpTall3TVdacVgxRRAB!2m1!1s0x0","M Anirudh","https://www.google.com/maps/contrib/115707565790909122918/reviews","false","1","5","","",""
"2026-06-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25OVlFuaG1TMjVJZEhVMWExOXhVV1Z4WDB0Mk5GRRAB!2m1!1s0x0","INDUMATHI R","https://www.google.com/maps/contrib/108341827404384657445/reviews","false","10","5","Just finished my root canal treatment.i must admit it was totally pain less as I was scared of pain and delayed my treatment but after coming to Dr Jyoti she explained everything in detail and got my treatment from her.. my husband got his implant fixed in lower jaw and it was worth and cost effective.Thank you so much ma'am.. too happy 😁","",""
"2026-06-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21Ga1gyTk5YME5vU205cVZrdEtVRVJWVlVKeFFVRRAB!2m1!1s0x0","Sunitha P","https://www.google.com/maps/contrib/112037308464846194856/reviews","false","1","5","I had a very good experience with my braces treatment. The doctor was very friendly and caring. I am happy with the results, and my teeth look nice and well aligned. Thank you for the excellent care and support.","",""
"2026-06-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xNM2QwRmFSR3hmYzNCaVZIQjVWMU5UVkdwdGJXYxAB!2m1!1s0x0","Roopa Avinash","https://www.google.com/maps/contrib/103645300442862072634/reviews","false","1","5","I just got my implant placed here by Dr Jyoti and its done quickly without any pain .and its cost effective too. Thank you doc","",""
"2026-06-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTURJbnRMRE9nEAE!2m1!1s0x0","Chaitra BN","https://www.google.com/maps/contrib/118162676528010470282/reviews","false","7","5","Very approachable doctor . Had taken my father for tooth ache … extraction was done with at most care for him as he was quite aged… This time I had visited took root canal treatment with cap insertion she was very patient and made me feel comfortable…Recommended her to one of my friend as well and she too had good experience with the doctor Jyothi ..Thanks again doctor !","",""
"2026-06-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21KeVZIZHlPWEJMWjFwUmVYRldlbEJzVDBVeFQwRRAB!2m1!1s0x0","Sreeja Samvith","https://www.google.com/maps/contrib/101300881951053016315/reviews","false","13","5","Good service","",""
"2026-06-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21WblFtWjRTa2xRYVdOYWRXeEVNa3h4ZWxaVFJWRRAB!2m1!1s0x0","Chaithra jairam","https://www.google.com/maps/contrib/113434332337183137911/reviews","true","6","5","","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25aaU5VRnRWVlpVTURSUWJsVmlRWE53TVRRd1oxRRAB!2m1!1s0x0","Shivaraju V","https://www.google.com/maps/contrib/106180601647583065379/reviews","false","6","5","Really had great experience, painless surgery was made very smoothly while removing my wisdom tooth which was very complicated to remove.","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xreWRXSnpXWFpJU1VsNWJrVXRhV0ZRU2xReFUwRRAB!2m1!1s0x0","shwetha","https://www.google.com/maps/contrib/110308541337691710419/reviews","false","8","5","I had a wonderful experience. The dentist was patient, gentle and took time to explain every step of the treatment. The clinic is clean and organized. Truly satisfied with the care received.","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xSWE5ERmpRMnRaWTI5WGNEZGZYM2xoWmxKdlkzYxAB!2m1!1s0x0","marilinga haligi","https://www.google.com/maps/contrib/102889556939895942715/reviews","false","1","5","","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xkQllXMTFlRWt6WmxOSFEyeFhRbUl6VFVSS2NsRRAB!2m1!1s0x0","Mohan Kumar","https://www.google.com/maps/contrib/112006326499090786483/reviews","false","2","5","","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xreWJrUldibDlXY1VvelgyTkNPRzExV1d0SlZVRRAB!2m1!1s0x0","Anjana Biju","https://www.google.com/maps/contrib/112027151737491985694/reviews","false","1","5","","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT205R1dYZHJOMjk1VkhCbVJtb3hWRVJ0WDBGTldXYxAB!2m1!1s0x0","Manjula TR","https://www.google.com/maps/contrib/108969356171388124862/reviews","false","1","5","","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xaQmNraFFhREJGYjNGNWExbFlhRWRYVXpnNVRIYxAB!2m1!1s0x0","Manohar YS","https://www.google.com/maps/contrib/117859195211846125451/reviews","true","3","5","Had a very good experience at Apex Dental & Orthodontic Clinic. The doctors and staff were extremely professional, friendly, and caring throughout the treatment. The clinic is well-maintained, hygienic, and the hospitality provided made me feel comfortable from the moment I walked in. They clearly explain the treatment process and ensure quality service at an affordable cost. Highly recommended for anyone looking for reliable dental care in Bengaluru.","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xwa2MxOHdRM1pRVTA5TlFtdHNlRUZKTm1wbmNGRRAB!2m1!1s0x0","Narshima Murthy. Divya.","https://www.google.com/maps/contrib/115539781287004596885/reviews","false","3","5","Its a excellent service and treatment for all and especially i took treatment for my 4 year kid and Dr Jyothi mam handled very beautifully and well behaved with kid... I suggest for everyone to take treatment with her for dental","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2t3dGJIVnpNRWh5YWt0TFJ6QmtabWRtZG1WUlJsRRAB!2m1!1s0x0","hemanthakumar g","https://www.google.com/maps/contrib/111227525423282718889/reviews","false","1","5","","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25SWGNISm9lRmRIYUhGZlZUSk1PRWRYVVhCM1kxRRAB!2m1!1s0x0","Swathi Kumar","https://www.google.com/maps/contrib/114645856553879071544/reviews","false","1","5","","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xwUWVVZERRVXd5YUUxUE56VkJUMnBKUTAxcGFGRRAB!2m1!1s0x0","Aditya B","https://www.google.com/maps/contrib/111287609880778294253/reviews","false","1","5","","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21oeWJEUnNNM0ZMTWtaMFoxSjBlRmwwVUV0MlIzYxAB!2m1!1s0x0","Ranganath HA","https://www.google.com/maps/contrib/101614801858129813203/reviews","false","1","5","I have undergone braces treatment from Dr Jyoti . I stay in chikabanavar and it's little far for me some one suggested me so I had come and today I have removed my braces and results are very good and I'm happy. Thank you doc","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2s4emJWOXNaWFJzTWpkc1dWVktkRGxJYld0YU9HYxAB!2m1!1s0x0","Awadhesh Kumar","https://www.google.com/maps/contrib/113415354616719059382/reviews","true","21","5","","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21ObWVsRXpaRk4zTVhoSmFXSnJTR1pZTUU5VlgwRRAB!2m1!1s0x0","veera Sekar","https://www.google.com/maps/contrib/106430189018639747182/reviews","false","2","5","I have undergone braces treatment done here and my smile is more confident now ,Thank you Dr Jyoti and Thank you Apex dental","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25OcGFHdFVTRVoxUjNGV1FVWnpabGx0ZFhKclgxRRAB!2m1!1s0x0","Nagaraj B","https://www.google.com/maps/contrib/105017187853138291262/reviews","false","1","5","Got my wisdom tooth removed and cleaning done at affordable prices.best clinic near sambhram college. Thankyou doc","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pGWGR6ZGFWbU40VldWRWQwVXdhbk5YYzNSYWRHYxAB!2m1!1s0x0","Sharnu Gounali","https://www.google.com/maps/contrib/102819478371230402918/reviews","false","1","5","I highly recommend Dr Jyoti for any dental work her expertise and friendly nature are truly commendable","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25GT01WTTFlbEpFYkc1RFprcEpjV1kzUlhkaGMyYxAB!2m1!1s0x0","Pushpa Sajjan","https://www.google.com/maps/contrib/101797617979776914530/reviews","false","1","5","She is very punctual and respects the patients time Dr jyoti's diagnosis was spot on and very helpful","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUR4X3AyUXRRRRAB!2m1!1s0x0","Sagar Sajjan","https://www.google.com/maps/contrib/108982991988040641502/reviews","false","3","5","Absolutely amazing experience! The clinic is clean, well-maintained, and very welcoming. The doctor Dr.Jyothi Sajjan is very kind, patient, and explains everything in detail. I felt completely comfortable during the entire process. Definitely one of the best dental clinics around.","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25sMGQyZ3pRamRTUlhkWmJXNWlWVXBZVW5OemJsRRAB!2m1!1s0x0","selvakumar Chandran","https://www.google.com/maps/contrib/107728298814930236050/reviews","false","1","5","","",""
"2026-05-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xkaVRHUnNabEUzVjBwMmVYUjZORnB5TUhkdmMxRRAB!2m1!1s0x0","Gayathri Segar","https://www.google.com/maps/contrib/103833104243242717271/reviews","false","5","4","Thank you, doctor, for the excellent cleaning. My teeth feel so fresh and clean","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25ONlNXTkNZMmRUZG5NeGIwdGhjR3gyYkU0M2FuYxAB!2m1!1s0x0","Raghu R","https://www.google.com/maps/contrib/112038361737764317164/reviews","false","4","5","Experienced Orthodontist and consulted with at most care. Thank you","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25KTVkxUlpNR2N4VFV0MVUxQklaVnBuZGxscFIwRRAB!2m1!1s0x0","NANDA KISHORE","https://www.google.com/maps/contrib/110861268408978601668/reviews","false","8","5","Very happy with the treatment.Highly skilled doctor with a gentle approach.Great experience overall.","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2s5alNXWnpNSGxuUmxWbGVsOUJNRXhUWWxoS2QyYxAB!2m1!1s0x0","Jotham S A","https://www.google.com/maps/contrib/108114253224785001664/reviews","false","4","5","Very good dental…really neat environmentGood doctors…Worth coming n getting ur teeth issues fixed here","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21OUVduZEZNbUpCY2kweVpIaEdlVEpETVhKRVgzYxAB!2m1!1s0x0","Nagamma Hudgi","https://www.google.com/maps/contrib/104905395107576138836/reviews","false","3","5","I visited Dr. Jyoti Sajjan for a dental check-up. She was very friendly and explained the treatment clearly. The procedure was smooth and comfortable, and I had a good experience.","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xocFpXaGphbWt0VW5ac2NuUnVaMUJxZHpGSE1GRRAB!2m1!1s0x0","Kumari Bai","https://www.google.com/maps/contrib/104029136208777064728/reviews","false","2","5","Cap tratment done Good treatment","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2w5cFFWbE9UbWhyYkdaall6RnFRemx3V2pSa05uYxAB!2m1!1s0x0","Pushpa Latha","https://www.google.com/maps/contrib/112992627102582763544/reviews","false","1","5","I have undergone painless Implant done by Dr Jyoti. Now I can eat properly.Thank you doc.best dental clinic near vidyaranyapura Yelahanka .must visit for all your dental needs and I got braces also fixed from her for my son recently..it's going well","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tKYWRuWlpOa1kwWjB4d1VWOHhSRGM1Y0dSTU0zYxAB!2m1!1s0x0","Laiba Mani","https://www.google.com/maps/contrib/113256430470147063348/reviews","false","8","5","Very kind and got done so easy and fast,  wish I got to know about her sooner","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21WamJEQkNXREZ1WmtsQ015MTBaRWx0WTBkWGFYYxAB!2m1!1s0x0","mala manesh","https://www.google.com/maps/contrib/111731528153347325691/reviews","false","2","5","","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT210SGVFaDJRV3RCVlU5WFoyTjRkbXgxZUdaTU1GRRAB!2m1!1s0x0","Manjunath Kumar","https://www.google.com/maps/contrib/101449101794815888112/reviews","false","1","5","Thank you so much for helping me with the food trap issue which was going for years and I thought it would last forever. The way things were explained and the environment created by Dr Jyoti Sajjan made me feel good and confident to get the treatment. Even the post treatment follow ups are great to ensure everything is fixed. Thank you again.","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21obU9UaHVSbVl3VlhWSFdXbFJiblI1ZWtaVllsRRAB!2m1!1s0x0","Lalitha Kumar","https://www.google.com/maps/contrib/115432020647561161775/reviews","false","3","5","","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2sxNWVGVmtSMm93TTB0UU4ybEZlSGM1WW5kV1VYYxAB!2m1!1s0x0","Mahesh Hv","https://www.google.com/maps/contrib/109231429849983338639/reviews","false","1","5","","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25KdE4wVnFTWFJCVVc4MVlVMXpWSEV5ZDB0YVgxRRAB!2m1!1s0x0","Lakshmi Shekar","https://www.google.com/maps/contrib/115659410954674342233/reviews","true","15","5","Good communication.sooper treatment.","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25CS05rSjNhRmN4T0dwemFYbDFPSFkyUzFCWE1IYxAB!2m1!1s0x0","Saraswthi Saraswthi","https://www.google.com/maps/contrib/105812123438571613542/reviews","false","1","5","Very much satisfied with my braces treatment.thank you doc Jyoti","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2twclJVcFlhbTlJU1RRNVduVkZhamR2ZEZwSWJFRRAB!2m1!1s0x0","Prema Shastry","https://www.google.com/maps/contrib/112152268985971622563/reviews","false","2","5","got my front teeth replaced by bridge at affordable prices.thank you Dr Jyoti.recommend everyone","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xaSlNEZE9iV05XV0RNNVlWRnFhM1JoUzJOMFEwRRAB!2m1!1s0x0","RAVINDRA SHASTRY","https://www.google.com/maps/contrib/104829817962975070865/reviews","true","18","5","Good treatment at affordable price...","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT210d2MwOTVkRjl4ZWtsVWJtTkVSSEp4ZUZGamQzYxAB!2m1!1s0x0","Veena.B Veena","https://www.google.com/maps/contrib/109162795916470784919/reviews","false","1","5","","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21WUlJqRmtjblI0WmpCWFJVYzBlWFJyVUdFM1QyYxAB!2m1!1s0x0","Mustakin M.G","https://www.google.com/maps/contrib/104074237040548580500/reviews","false","1","5","","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25ocWJYRlpWVXB4ZUVWWE5ETk1hVGRrVldOU09WRRAB!2m1!1s0x0","Gold Dubai","https://www.google.com/maps/contrib/100700677123792905874/reviews","false","2","5","","",""
"2026-04-15","https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25kRU1VdzNhaTFGVUdScFgyY3lWMFV0UkMxQ1JWRRAB!2m1!1s0x0","Varalakshmi K","https://www.google.com/maps/contrib/110087472406318136068/reviews","false","2","5","Exceptional experience! The painless procedure and professional care made my  son recovery smooth and easy. Highly recommend for anyone seeking a comfortable, expert dentist."" ☆☆☆☆☆","",""
